Retail Transaction Statistics
Item 8213: 16
Item 8214: 4
Item 8215: 2
Item 8216: 24
Item 8217: 1
Item 8218: 1
Item 8219: 19
Item 8220: 10
Item 8221: 2
Item 8222: 4
Item 8223: 7
Item 8224: 1
Item 8225: 1
Item 8226: 2
Item 8227: 2
Item 8228: 9
Item 8229: 4
Item 8230: 27
Item 8231: 22
Item 8232: 13
Item 8233: 17
Item 8234: 5
Item 8235: 4
Item 8236: 33
Item 8237: 1
Item 8238: 5
Item 8239: 2
Item 8240: 19
Item 8241: 13
Item 8242: 37
Item 8243: 8
Item 8244: 3
Item 8245: 1
Item 8246: 22
Item 8247: 21
Item 8248: 1
Item 8249: 10
Item 8250: 1
Item 8251: 2
Item 8252: 23
Item 8253: 5
Item 8254: 16
Item 8255: 1
Item 8256: 8
Item 8257: 1
Item 8258: 18
Item 8259: 7
Item 8260: 1
Item 8261: 8
Item 8262: 10
Item 8263: 1
Item 8264: 12
Item 8265: 1
Item 8266: 1
Item 8267: 3
Item 8268: 1
Item 8269: 58
Item 8270: 27
Item 8271: 7
Item 8272: 19
Item 8273: 5
Item 8274: 13
Item 8275: 8
Item 8276: 6
Item 8277: 3
Item 8278: 74
Item 8279: 7
Item 8280: 11
Item 8281: 9
Item 8282: 2
Item 8283: 1
Item 8284: 6
Item 8285: 29
Item 8286: 1
Item 8287: 5
Item 8288: 7
Item 8289: 86
Item 8290: 43
Item 8291: 1
Item 8292: 19
Item 8293: 2
Item 8294: 7
Item 8295: 2
Item 8296: 23
Item 8297: 2
Item 8298: 3
Item 8299: 10
Item 8300: 13
Item 8301: 3
Item 8302: 3
Item 8303: 1
Item 8304: 6
Item 8305: 13
Item 8306: 13
Item 8307: 25
Item 8308: 5
Item 8309: 52
Item 8310: 1
Item 8311: 12
Item 8312: 4
Item 8313: 1
Item 8314: 31
Item 8315: 26
Item 8316: 4
Item 8317: 6
Item 8318: 86
Item 8319: 7
Item 8320: 2
Item 8321: 58
Item 8322: 9
Item 8323: 9
Item 8324: 2
Item 8325: 10
Item 8326: 34
Item 8327: 4
Item 8328: 2
Item 8329: 1
Item 8330: 1
Item 8331: 1
Item 8332: 10
Item 8333: 9
Item 8334: 11
Item 8335: 1
Item 8336: 40
Item 8337: 16
Item 8338: 24
Item 8339: 1
Item 8340: 1
Item 8341: 2
Item 8342: 11
Item 8343: 3
Item 8344: 39
Item 8345: 10
Item 8346: 4
Item 8347: 14
Item 8348: 7
Item 8349: 5
Item 8350: 5
Item 8351: 4
Item 8352: 3
Item 8353: 27
Item 8354: 1
Item 8355: 7
Item 8356: 7
Item 8357: 3
Item 8358: 3
Item 8359: 11
Item 8360: 5
Item 8361: 1
Item 8362: 3
Item 8363: 11
Item 8364: 1
Item 8365: 9
Item 8366: 19
Item 8367: 23
Item 8368: 1
Item 8369: 12
Item 8370: 6
Item 8371: 3
Item 8372: 1
Item 8373: 11
Item 8374: 12
Item 8375: 17
Item 8376: 25
Item 8377: 3
Item 8378: 13
Item 8379: 6
Item 8380: 8
Item 8381: 2
Item 8382: 6
Item 8383: 4
Item 8384: 3
Item 8385: 9
Item 8386: 23
Item 8387: 3
Item 8388: 3
Item 8389: 16
Item 8390: 7
Item 8391: 1
Item 8392: 9
Item 8393: 7
Item 8394: 7
Item 8395: 3
Item 8396: 2
Item 8397: 1
Item 8398: 2
Item 8399: 5
Item 8400: 18
Item 8401: 9
Item 8402: 5
Item 8403: 19
Item 8404: 14
Item 8405: 1
Item 8406: 29
Item 8407: 9
Item 8408: 10
Item 8409: 1
Item 8410: 14
Item 8411: 1
Item 8412: 108
Item 8413: 12
Item 8414: 1
Item 8415: 5
Item 8416: 4
Item 8417: 18
Item 8418: 2
Item 8419: 17
Item 8420: 3
Item 8421: 5
Item 8422: 8
Item 8423: 10
Item 8424: 25
Item 8425: 4
Item 8426: 8
Item 8427: 4
Item 8428: 5
Item 8429: 5
Item 8430: 8
Item 8431: 7
Item 8432: 3
Item 8433: 1
Item 8434: 9
Item 8435: 3
Item 8436: 46
Item 8437: 6
Item 8438: 11
Item 8439: 2
Item 8440: 1
Item 8441: 13
Item 8442: 1
Item 8443: 1
Item 8444: 19
Item 8445: 2
Item 8446: 1
Item 8447: 6
Item 8448: 7
Item 8449: 5
Item 8450: 1
Item 8451: 6
Item 8452: 18
Item 8453: 20
Item 8454: 5
Item 8455: 5
Item 8456: 1
Item 8457: 16
Item 8458: 5
Item 8459: 16
Item 8460: 6
Item 8461: 1
Item 8462: 1
Item 8463: 2
Item 8464: 1
Item 8465: 3
Item 8466: 1
Item 8467: 1
Item 8468: 1
Item 8469: 2
Item 8470: 9
Item 8471: 6
Item 8472: 6
Item 8473: 29
Item 8474: 1
Item 8475: 1
Item 8476: 4
Item 8477: 9
Item 8478: 27
Item 8479: 48
Item 8480: 17
Item 8481: 10
Item 8482: 45
Item 8483: 10
Item 8484: 6
Item 8485: 4
Item 8486: 9
Item 8487: 7
Item 8488: 3
Item 8489: 6
Item 8490: 8
Item 8491: 9
Item 8492: 16
Item 8493: 39
Item 8494: 1
Item 8495: 1
Item 8496: 6
Item 8497: 6
Item 8498: 2
Item 8499: 4
Item 8500: 1
Item 8501: 1
Item 8502: 1
Item 8503: 2
Item 8504: 2
Item 8505: 8
Item 8506: 9
Item 8507: 32
Item 8508: 18
Item 8509: 51
Item 8510: 6
Item 8511: 3
Item 8512: 8
Item 8513: 56
Item 8514: 2
Item 8515: 32
Item 8516: 26
Item 8517: 10
Item 8518: 2
Item 8519: 15
Item 8520: 10
Item 8521: 6
Item 8522: 19
Item 8523: 1
Item 8524: 18
Item 8525: 3
Item 8526: 14
Item 8527: 4
Item 8528: 1
Item 8529: 3
Item 8530: 5
Item 8531: 1
Item 8532: 2
Item 8533: 2
Item 8534: 3
Item 8535: 7
Item 8536: 3
Item 8537: 1
Item 8538: 4
Item 8539: 1
Item 8540: 6
Item 8541: 1
Item 8542: 1
Item 8543: 25
Item 8544: 1
Item 8545: 2
Item 8546: 6
Item 8547: 6
Item 8548: 5
Item 8549: 9
Item 8550: 20
Item 8551: 23
Item 8552: 22
Item 8553: 2
Item 8554: 66
Item 8555: 2
Item 8556: 4
Item 8557: 12
Item 8558: 11
Item 8559: 6
Item 8560: 61
Item 8561: 1
Item 8562: 1
Item 8563: 6
Item 8564: 4
Item 8565: 2
Item 8566: 3
Item 8567: 45
Item 8568: 3
Item 8569: 1
Item 8570: 1
Item 8571: 1
Item 8572: 8
Item 8573: 1
Item 8574: 15
Item 8575: 1
Item 8576: 19
Item 8577: 29
Item 8578: 6
Item 8579: 1
Item 8580: 18
Item 8581: 43
Item 8582: 3
Item 8583: 15
Item 8584: 6
Item 8585: 8
Item 8586: 14
Item 8587: 1
Item 8588: 24
Item 8589: 7
Item 8590: 2
Item 8591: 115
Item 8592: 2
Item 8593: 52
Item 8594: 19
Item 8595: 12
Item 8596: 5
Item 8597: 48
Item 8598: 23
Item 8599: 3
Item 8600: 1
Item 8601: 17
Item 8602: 7
Item 8603: 9
Item 8604: 8
Item 8605: 7
Item 8606: 2
Item 8607: 1
Item 8608: 4
Item 8609: 26
Item 8610: 1
Item 8611: 2
Item 8612: 1
Item 8613: 1
Item 8614: 32
Item 8615: 7
Item 8616: 1
Item 8617: 1
Item 8618: 7
Item 8619: 15
Item 8620: 1
Item 8621: 106
Item 8622: 2
Item 8623: 16
Item 8624: 34
Item 8625: 1
Item 8626: 8
Item 8627: 2
Item 8628: 4
Item 8629: 12
Item 8630: 1
Item 8631: 25
Item 8632: 21
Item 8633: 12
Item 8634: 1
Item 8635: 5
Item 8636: 2
Item 8637: 27
Item 8638: 2
Item 8639: 5
Item 8640: 2
Item 8641: 27
Item 8642: 1
Item 8643: 1
Item 8644: 2
Item 8645: 1
Item 8646: 2
Item 8647: 6
Item 8648: 6
Item 8649: 4
Item 8650: 1
Item 8651: 1
Item 8652: 1
Item 8653: 2
Item 8654: 1
Item 8655: 32
Item 8656: 5
Item 8657: 1
Item 8658: 4
Item 8659: 1
Item 8660: 1
Item 8661: 1
Item 8662: 21
Item 8663: 1
Item 8664: 3
Item 8665: 1
Item 8666: 7
Item 8667: 1
Item 8668: 4
Item 8669: 19
Item 8670: 4
Item 8671: 1
Item 8672: 30
Item 8673: 8
Item 8674: 3
Item 8675: 6
Item 8676: 6
Item 8677: 1
Item 8678: 3
Item 8679: 7
Item 8680: 109
Item 8681: 10
Item 8682: 2
Item 8683: 1
Item 8684: 3
Item 8685: 4
Item 8686: 5
Item 8687: 7
Item 8688: 1
Item 8689: 2
Item 8690: 13
Item 8691: 5
Item 8692: 369
Item 8693: 1
Item 8694: 4
Item 8695: 14
Item 8696: 9
Item 8697: 1
Item 8698: 6
Item 8699: 109
Item 8700: 6
Item 8701: 13
Item 8702: 2
Item 8703: 8
Item 8704: 12
Item 8705: 6
Item 8706: 2
Item 8707: 1
Item 8708: 7
Item 8709: 3
Item 8710: 8
Item 8711: 7
Item 8712: 4
Item 8713: 4
Item 8714: 10
Item 8715: 1
Item 8716: 23
Item 8717: 1
Item 8718: 12
Item 8719: 51
Item 8720: 4
Item 8721: 8
Item 8722: 4
Item 8723: 1
Item 8724: 10
Item 8725: 1
Item 8726: 2
Item 8727: 3
Item 8728: 1
Item 8729: 24
Item 8730: 5
Item 8731: 214
Item 8732: 23
Item 8733: 3
Item 8734: 5
Item 8735: 4
Item 8736: 1
Item 8737: 12
Item 8738: 14
Item 8739: 14
Item 8740: 5
Item 8741: 25
Item 8742: 5
Item 8743: 27
Item 8744: 28
Item 8745: 1
Item 8746: 5
Item 8747: 2
Item 8748: 1
Item 8749: 24
Item 8750: 1
Item 8751: 4
Item 8752: 3
Item 8753: 1
Item 8754: 2
Item 8755: 11
Item 8756: 8
Item 8757: 1
Item 8758: 1
Item 8759: 7
Item 8760: 10
Item 8761: 6
Item 8762: 1
Item 8763: 23
Item 8764: 9
Item 8765: 6
Item 8766: 3
Item 8767: 2
Item 8768: 1
Item 8769: 1
Item 8770: 1
Item 8771: 2
Item 8772: 18
Item 8773: 3
Item 8774: 2
Item 8775: 28
Item 8776: 3
Item 8777: 4
Item 8778: 28
Item 8779: 7
Item 8780: 1
Item 8781: 5
Item 8782: 3
Item 8783: 1
Item 8784: 1
Item 8785: 4
Item 8786: 3
Item 8787: 1
Item 8788: 6
Item 8789: 2
Item 8790: 5
Item 8791: 6
Item 8792: 2
Item 8793: 22
Item 8794: 2
Item 8795: 17
Item 8796: 6
Item 8797: 8
Item 8798: 4
Item 8799: 1
Item 8800: 11
Item 8801: 2
Item 8802: 8
Item 8803: 12
Item 8804: 1
Item 8805: 15
Item 8806: 7
Item 8807: 14
Item 8808: 1
Item 8809: 1
Item 8810: 14
Item 8811: 3
Item 8812: 1
Item 8813: 1
Item 8814: 2
Item 8815: 1
Item 8816: 5
Item 8817: 55
Item 8818: 5
Item 8819: 1
Item 8820: 2
Item 8821: 1
Item 8822: 1
Item 8823: 1
Item 8824: 1
Item 8825: 1
Item 8826: 2
Item 8827: 4
Item 8828: 4
Item 8829: 1
Item 8830: 14
Item 8831: 44
Item 8832: 55
Item 8833: 2
Item 8834: 5
Item 8835: 27
Item 8836: 12
Item 8837: 18
Item 8838: 79
Item 8839: 17
Item 8840: 11
Item 8841: 25
Item 8842: 13
Item 8843: 13
Item 8844: 2
Item 8845: 4
Item 8846: 5
Item 8847: 9
Item 8848: 1
Item 8849: 1
Item 8850: 1
Item 8851: 2
Item 8852: 3
Item 8853: 5
Item 8854: 1
Item 8855: 3
Item 8856: 3
Item 8857: 2
Item 8858: 3
Item 8859: 41
Item 8860: 17
Item 8861: 23
Item 8862: 5
Item 8863: 2
Item 8864: 60
Item 8865: 5
Item 8866: 10
Item 8867: 6
Item 8868: 267
Item 8869: 2
Item 8870: 16
Item 8871: 2
Item 8872: 2
Item 8873: 5
Item 8874: 25
Item 8875: 9
Item 8876: 13
Item 8877: 3
Item 8878: 1
Item 8879: 26
Item 8880: 37
Item 8881: 1
Item 8882: 22
Item 8883: 9
Item 8884: 8
Item 8885: 73
Item 8886: 3
Item 8887: 50
Item 8888: 6
Item 8889: 17
Item 8890: 1
Item 8891: 1
Item 8892: 18
Item 8893: 3
Item 8894: 2
Item 8895: 2
Item 8896: 14
Item 8897: 4
Item 8898: 21
Item 8899: 18
Item 8900: 22
Item 8901: 11
Item 8902: 7
Item 8903: 7
Item 8904: 1
Item 8905: 27
Item 8906: 17
Item 8907: 16
Item 8908: 10
Item 8909: 4
Item 8910: 10
Item 8911: 28
Item 8912: 10
Item 8913: 9
Item 8914: 12
Item 8915: 57
Item 8916: 23
Item 8917: 9
Item 8918: 3
Item 8919: 5
Item 8920: 30
Item 8921: 1
Item 8922: 8
Item 8923: 2
Item 8924: 24
Item 8925: 24
Item 8926: 12
Item 8927: 10
Item 8928: 5
Item 8929: 7
Item 8930: 38
Item 8931: 23
Item 8932: 16
Item 8933: 14
Item 8934: 1
Item 8935: 19
Item 8936: 14
Item 8937: 5
Item 8938: 42
Item 8939: 3
Item 8940: 3
Item 8941: 1
Item 8942: 2
Item 8943: 13
Item 8944: 12
Item 8945: 13
Item 8946: 14
Item 8947: 11
Item 8948: 30
Item 8949: 26
Item 8950: 5
Item 8951: 7
Item 8952: 5
Item 8953: 16
Item 8954: 1
Item 8955: 31
Item 8956: 24
Item 8957: 2
Item 8958: 1
Item 8959: 9
Item 8960: 70
Item 8961: 1
Item 8962: 4
Item 8963: 8
Item 8964: 24
Item 8965: 13
Item 8966: 6
Item 8967: 3
Item 8968: 9
Item 8969: 12
Item 8970: 4
Item 8971: 1
Item 8972: 13
Item 8973: 1
Item 8974: 41
Item 8975: 2
Item 8976: 13
Item 8977: 4
Item 8978: 9
Item 8979: 606
Item 8980: 3
Item 8981: 1
Item 8982: 3
Item 8983: 16
Item 8984: 20
Item 8985: 1
Item 8986: 414
Item 8987: 51
Item 8988: 3
Item 8989: 1
Item 8990: 5
Item 8991: 18
Item 8992: 9
Item 8993: 17
Item 8994: 1
Item 8995: 1
Item 8996: 16
Item 8997: 1
Item 8998: 2
Item 8999: 1
Item 9000: 1
Item 9001: 16
Item 9002: 230
Item 9003: 1
Item 9004: 1
Item 9005: 11
Item 9006: 7
Item 9007: 3
Item 9008: 2
Item 9009: 20
Item 9010: 19
Item 9011: 115
Item 9012: 87
Item 9013: 3
Item 9014: 2
Item 9015: 8
Item 9016: 54
Item 9017: 1
Item 9018: 4
Item 9019: 3
Item 9020: 1
Item 9021: 6
Item 9022: 36
Item 9023: 7
Item 9024: 3
Item 9025: 9
Item 9026: 4
Item 9027: 12
Item 9028: 1
Item 9029: 1
Item 9030: 66
Item 9031: 7
Item 9032: 17
Item 9033: 57
Item 9034: 3
Item 9035: 15
Item 9036: 1
Item 9037: 1
Item 9038: 52
Item 9039: 16
Item 9040: 3
Item 9041: 13
Item 9042: 15
Item 9043: 23
Item 9044: 1
Item 9045: 2
Item 9046: 18
Item 9047: 18
Item 9048: 2
Item 9049: 2
Item 9050: 2
Item 9051: 34
Item 9052: 6
Item 9053: 1
Item 9054: 26
Item 9055: 20
Item 9056: 4
Item 9057: 9
Item 9058: 31
Item 9059: 9
Item 9060: 81
Item 9061: 13
Item 9062: 73
Item 9063: 36
Item 9064: 6
Item 9065: 3
Item 9066: 15
Item 9067: 29
Item 9068: 3
Item 9069: 12
Item 9070: 3
Item 9071: 1
Item 9072: 1
Item 9073: 14
Item 9074: 20
Item 9075: 15
Item 9076: 4
Item 9077: 48
Item 9078: 1
Item 9079: 17
Item 9080: 5
Item 9081: 1
Item 9082: 1
Item 9083: 71
Item 9084: 12
Item 9085: 3
Item 9086: 2
Item 9087: 3
Item 9088: 5
Item 9089: 8
Item 9090: 1
Item 9091: 3
Item 9092: 4
Item 9093: 3
Item 9094: 7
Item 9095: 1
Item 9096: 153
Item 9097: 1
Item 9098: 6
Item 9099: 1
Item 9100: 1
Item 9101: 1
Item 9102: 2
Item 9103: 10
Item 9104: 13
Item 9105: 16
Item 9106: 15
Item 9107: 4
Item 9108: 1
Item 9109: 4
Item 9110: 4
Item 9111: 12
Item 9112: 2
Item 9113: 13
Item 9114: 10
Item 9115: 4
Item 9116: 2
Item 9117: 5
Item 9118: 1
Item 9119: 2
Item 9120: 2
Item 9121: 14
Item 9122: 10
Item 9123: 1
Item 9124: 31
Item 9125: 2
Item 9126: 1
Item 9127: 8
Item 9128: 6
Item 9129: 18
Item 9130: 4
Item 9131: 2
Item 9132: 1
Item 9133: 5
Item 9134: 9
Item 9135: 11
Item 9136: 11
Item 9137: 2
Item 9138: 40
Item 9139: 5
Item 9140: 1
Item 9141: 10
Item 9142: 5
Item 9143: 35
Item 9144: 3
Item 9145: 9
Item 9146: 28
Item 9147: 1
Item 9148: 13
Item 9149: 1
Item 9150: 6
Item 9151: 102
Item 9152: 51
Item 9153: 10
Item 9154: 2
Item 9155: 5
Item 9156: 23
Item 9157: 3
Item 9158: 1
Item 9159: 9
Item 9160: 3
Item 9161: 1
Item 9162: 1
Item 9163: 2
Item 9164: 16
Item 9165: 12
Item 9166: 13
Item 9167: 10
Item 9168: 2
Item 9169: 94
Item 9170: 111
Item 9171: 5
Item 9172: 40
Item 9173: 2
Item 9174: 7
Item 9175: 2
Item 9176: 3
Item 9177: 6
Item 9178: 26
Item 9179: 2
Item 9180: 1
Item 9181: 20
Item 9182: 9
Item 9183: 5
Item 9184: 26
Item 9185: 3
Item 9186: 1
Item 9187: 12
Item 9188: 5
Item 9189: 1
Item 9190: 2
Item 9191: 7
Item 9192: 13
Item 9193: 4
Item 9194: 17
Item 9195: 21
Item 9196: 6
Item 9197: 7
Item 9198: 1
Item 9199: 2
Item 9200: 1
Item 9201: 3
Item 9202: 1
Item 9203: 1
Item 9204: 122
Item 9205: 7
Item 9206: 4
Item 9207: 4
Item 9208: 9
Item 9209: 1
Item 9210: 29
Item 9211: 1
Item 9212: 4
Item 9213: 14
Item 9214: 1
Item 9215: 24
Item 9216: 2
Item 9217: 3
Item 9218: 2
Item 9219: 7
Item 9220: 8
Item 9221: 6
Item 9222: 2
Item 9223: 6
Item 9224: 5
Item 9225: 11
Item 9226: 2
Item 9227: 2
Item 9228: 9
Item 9229: 4
Item 9230: 3
Item 9231: 3
Item 9232: 62
Item 9233: 2
Item 9234: 1
Item 9235: 9
Item 9236: 51
Item 9237: 1
Item 9238: 4
Item 9239: 7
Item 9240: 5
Item 9241: 1
Item 9242: 5
Item 9243: 36
Item 9244: 10
Item 9245: 3
Item 9246: 7
Item 9247: 1
Item 9248: 1
Item 9249: 9
Item 9250: 8
Item 9251: 26
Item 9252: 11
Item 9253: 4
Item 9254: 3
Item 9255: 1
Item 9256: 1
Item 9257: 2
Item 9258: 2
Item 9259: 2
Item 9260: 17
Item 9261: 54
Item 9262: 11
Item 9263: 1
Item 9264: 48
Item 9265: 1
Item 9266: 21
Item 9267: 5
Item 9268: 6
Item 9269: 6
Item 9270: 2
Item 9271: 2
Item 9272: 9
Item 9273: 1
Item 9274: 1
Item 9275: 5
Item 9276: 1
Item 9277: 17
Item 9278: 7
Item 9279: 11
Item 9280: 3
Item 9281: 3
Item 9282: 8
Item 9283: 4
Item 9284: 11
Item 9285: 3
Item 9286: 12
Item 9287: 3
Item 9288: 3
Item 9289: 4
Item 9290: 2
Item 9291: 4
Item 9292: 3
Item 9293: 3
Item 9294: 5
Item 9295: 7
Item 9296: 4
Item 9297: 10
Item 9298: 8
Item 9299: 1
Item 9300: 2
Item 9301: 10
Item 9302: 4
Item 9303: 8
Item 9304: 3
Item 9305: 238
Item 9306: 3
Item 9307: 4
Item 9308: 5
Item 9309: 11
Item 9310: 7
Item 9311: 1
Item 9312: 30
Item 9313: 2
Item 9314: 4
Item 9315: 17
Item 9316: 1
Item 9317: 10
Item 9318: 5
Item 9319: 4
Item 9320: 2
Item 9321: 15
Item 9322: 10
Item 9323: 1
Item 9324: 6
Item 9325: 1
Item 9326: 1
Item 9327: 1
Item 9328: 6
Item 9329: 1
Item 9330: 1
Item 9331: 3
Item 9332: 5
Item 9333: 5
Item 9334: 18
Item 9335: 1
Item 9336: 1
Item 9337: 4
Item 9338: 30
Item 9339: 2
Item 9340: 1
Item 9341: 1
Item 9342: 3
Item 9343: 3
Item 9344: 10
Item 9345: 8
Item 9346: 1
Item 9347: 2
Item 9348: 3
Item 9349: 54
Item 9350: 1
Item 9351: 1
Item 9352: 3
Item 9353: 12
Item 9354: 1
Item 9355: 2
Item 9356: 6
Item 9357: 12
Item 9358: 1
Item 9359: 3
Item 9360: 1
Item 9361: 6
Item 9362: 1
Item 9363: 3
Item 9364: 2
Item 9365: 1
Item 9366: 27
Item 9367: 12
Item 9368: 7
Item 9369: 3
Item 9370: 21
Item 9371: 1
Item 9372: 1
Item 9373: 2
Item 9374: 1
Item 9375: 8
Item 9376: 1
Item 9377: 21
Item 9378: 22
Item 9379: 2
Item 9380: 1
Item 9381: 4
Item 9382: 36
Item 9383: 17
Item 9384: 9
Item 9385: 6
Item 9386: 9
Item 9387: 7
Item 9388: 32
Item 9389: 1
Item 9390: 5
Item 9391: 8
Item 9392: 1
Item 9393: 6
Item 9394: 10
Item 9395: 56
Item 9396: 36
Item 9397: 9
Item 9398: 17
Item 9399: 5
Item 9400: 1
Item 9401: 3
Item 9402: 12
Item 9403: 12
Item 9404: 5
Item 9405: 5
Item 9406: 1
Item 9407: 4
Item 9408: 13
Item 9409: 2
Item 9410: 10
Item 9411: 9
Item 9412: 7
Item 9413: 12
Item 9414: 9
Item 9415: 1
Item 9416: 1
Item 9417: 3
Item 9418: 12
Item 9419: 31
Item 9420: 25
Item 9421: 25
Item 9422: 53
Item 9423: 16
Item 9424: 3
Item 9425: 3
Item 9426: 1
Item 9427: 17
Item 9428: 2
Item 9429: 1
Item 9430: 2
Item 9431: 1
Item 9432: 1
Item 9433: 2
Item 9434: 5
Item 9435: 3
Item 9436: 7
Item 9437: 2
Item 9438: 6
Item 9439: 3
Item 9440: 1
Item 9441: 5
Item 9442: 5
Item 9443: 5
Item 9444: 2
Item 9445: 2
Item 9446: 11
Item 9447: 16
Item 9448: 6
Item 9449: 25
Item 9450: 2
Item 9451: 5
Item 9452: 13
Item 9453: 2
Item 9454: 3
Item 9455: 3
Item 9456: 1
Item 9457: 13
Item 9458: 1
Item 9459: 12
Item 9460: 11
Item 9461: 1
Item 9462: 1
Item 9463: 1
Item 9464: 1
Item 9465: 4
Item 9466: 7
Item 9467: 11
Item 9468: 1
Item 9469: 3
Item 9470: 1
Item 9471: 6
Item 9472: 10
Item 9473: 1
Item 9474: 9
Item 9475: 2
Item 9476: 4
Item 9477: 2
Item 9478: 6
Item 9479: 4
Item 9480: 3
Item 9481: 11
Item 9482: 3
Item 9483: 5
Item 9484: 1
Item 9485: 12
Item 9486: 3
Item 9487: 3
Item 9488: 1
Item 9489: 2
Item 9490: 17
Item 9491: 3
Item 9492: 2
Item 9493: 7
Item 9494: 6
Item 9495: 17
Item 9496: 4
Item 9497: 4
Item 9498: 1
Item 9499: 5
Item 9500: 8
Item 9501: 14
Item 9502: 430
Item 9503: 2
Item 9504: 1
Item 9505: 1
Item 9506: 1
Item 9507: 7
Item 9508: 2
Item 9509: 7
Item 9510: 40
Item 9511: 150
Item 9512: 13
Item 9513: 35
Item 9514: 21
Item 9515: 9
Item 9516: 4
Item 9517: 11
Item 9518: 22
Item 9519: 1
Item 9520: 3
Item 9521: 33
Item 9522: 3
Item 9523: 10
Item 9524: 1
Item 9525: 2
Item 9526: 6
Item 9527: 2
Item 9528: 70
Item 9529: 5
Item 9530: 1
Item 9531: 19
Item 9532: 1
Item 9533: 11
Item 9534: 4
Item 9535: 6
Item 9536: 1
Item 9537: 7
Item 9538: 2
Item 9539: 1
Item 9540: 12
Item 9541: 38
Item 9542: 106
Item 9543: 1
Item 9544: 17
Item 9545: 15
Item 9546: 2
Item 9547: 16
Item 9548: 109
Item 9549: 24
Item 9550: 1
Item 9551: 1
Item 9552: 4
Item 9553: 8
Item 9554: 3
Item 9555: 1
Item 9556: 421
Item 9557: 13
Item 9558: 1
Item 9559: 1
Item 9560: 11
Item 9561: 38
Item 9562: 5
Item 9563: 8
Item 9564: 10
Item 9565: 23
Item 9566: 6
Item 9567: 8
Item 9568: 7
Item 9569: 7
Item 9570: 87
Item 9571: 10
Item 9572: 4
Item 9573: 16
Item 9574: 8
Item 9575: 2
Item 9576: 20
Item 9577: 4
Item 9578: 8
Item 9579: 12
Item 9580: 291
Item 9581: 17
Item 9582: 22
Item 9583: 2
Item 9584: 3
Item 9585: 1
Item 9586: 29
Item 9587: 63
Item 9588: 5
Item 9589: 3
Item 9590: 50
Item 9591: 1
Item 9592: 9
Item 9593: 2
Item 9594: 13
Item 9595: 2
Item 9596: 1
Item 9597: 18
Item 9598: 3
Item 9599: 1
Item 9600: 20
Item 9601: 6
Item 9602: 5
Item 9603: 7
Item 9604: 3
Item 9605: 8
Item 9606: 41
Item 9607: 68
Item 9608: 2
Item 9609: 5
Item 9610: 2
Item 9611: 3
Item 9612: 2
Item 9613: 4
Item 9614: 15
Item 9615: 34
Item 9616: 7
Item 9617: 5
Item 9618: 202
Item 9619: 37
Item 9620: 2
Item 9621: 38
Item 9622: 42
Item 9623: 1
Item 9624: 15
Item 9625: 1
Item 9626: 12
Item 9627: 1
Item 9628: 12
Item 9629: 38
Item 9630: 14
Item 9631: 1
Item 9632: 74
Item 9633: 22
Item 9634: 2
Item 9635: 17
Item 9636: 1
Item 9637: 1
Item 9638: 23
Item 9639: 1
Item 9640: 7
Item 9641: 19
Item 9642: 28
Item 9643: 21
Item 9644: 63
Item 9645: 10
Item 9646: 2
Item 9647: 63
Item 9648: 1
Item 9649: 5
Item 9650: 38
Item 9651: 11
Item 9652: 17
Item 9653: 9
Item 9654: 8
Item 9655: 8
Item 9656: 1
Item 9657: 1
Item 9658: 14
Item 9659: 1
Item 9660: 1
Item 9661: 12
Item 9662: 10
Item 9663: 108
Item 9664: 6
Item 9665: 95
Item 9666: 22
Item 9667: 48
Item 9668: 1
Item 9669: 21
Item 9670: 225
Item 9671: 9
Item 9672: 9
Item 9673: 5
Item 9674: 2
Item 9675: 17
Item 9676: 1
Item 9677: 1
Item 9678: 1
Item 9679: 9
Item 9680: 5
Item 9681: 2
Item 9682: 15
Item 9683: 36
Item 9684: 39
Item 9685: 8
Item 9686: 9
Item 9687: 1
Item 9688: 18
Item 9689: 21
Item 9690: 4
Item 9691: 3
Item 9692: 9
Item 9693: 27
Item 9694: 26
Item 9695: 3
Item 9696: 9
Item 9697: 39
Item 9698: 28
Item 9699: 2
Item 9700: 19
Item 9701: 2
Item 9702: 5
Item 9703: 15
Item 9704: 85
Item 9705: 1
Item 9706: 11
Item 9707: 12
Item 9708: 10
Item 9709: 49
Item 9710: 24
Item 9711: 1
Item 9712: 13
Item 9713: 4
Item 9714: 6
Item 9715: 6
Item 9716: 2
Item 9717: 8
Item 9718: 18
Item 9719: 18
Item 9720: 38
Item 9721: 8
Item 9722: 3
Item 9723: 1
Item 9724: 3
Item 9725: 16
Item 9726: 2
Item 9727: 3
Item 9728: 14
Item 9729: 5
Item 9730: 26
Item 9731: 3
Item 9732: 5
Item 9733: 6
Item 9734: 2
Item 9735: 11
Item 9736: 14
Item 9737: 13
Item 9738: 44
Item 9739: 2
Item 9740: 7
Item 9741: 3
Item 9742: 3
Item 9743: 1
Item 9744: 14
Item 9745: 2
Item 9746: 21
Item 9747: 7
Item 9748: 7
Item 9749: 3
Item 9750: 5
Item 9751: 40
Item 9752: 1
Item 9753: 4
Item 9754: 2
Item 9755: 18
Item 9756: 2
Item 9757: 1
Item 9758: 1
Item 9759: 79
Item 9760: 5
Item 9761: 5
Item 9762: 4
Item 9763: 1
Item 9764: 1
Item 9765: 6
Item 9766: 66
